x	y	name
0	0	
1	2	😗
1	2	😈
1	2	😿
1	2	😺
1	2	😁
1	2	😵
1	2	😼
1	2	😭
1	2	😷
1	2	😕
1	2	😧
1	2	😇
1	2	😢
1	299	ö
1	2	☻
1	2	😩
1	2	😴
1	2	😪
1	2	😏
1	2	🙀
1	2	😞
1	2	😌
1	2	😹
1	2	☺
1	6	ğ
1	2	😳
1	2	😙
1	2	😲
1	251	u
1	2	😫
1	2	😸
1	2	😐
1	2	😒
1	442	ş
1	2	😋
1	133	ı
1	2	😝
1	1125	i
1	2	😬
1	2	😄
1	2	😊
1	2	😦
1	2	😟
1	2	😱
1	2	😅
1	2	😽
1	2	😘
1	2	😡
1	2	😀
1	2	😍
1	2	😃
1	2	😑
1	2	😯
1	683	ç
1	1660	a
1	2	😶
1	2	☹
1	2	😤
1	2	😔
1	2	😚
1	2	😖
1	2	😥
1	2	😎
1	2	😾
1	2	😂
1	2	😠
1	2	😆
1	2	😮
1	2	😜
1	6	â
1	2	😛
1	0	á
1	2	😻
1	2	😓
1	2	😰
1	2	😉
1	0	ĥ
1	2	😨
1	354	ü
1	2	😣
2	1	😿l
2	1	😛l
2	0	ş.
2	0	üa
2	44	ü'
2	1	😐l
2	1	😟l
2	1	😁l
2	1	🙀l
2	1	😔l
2	1	😆l
2	397	al
2	44	ç′
2	2	şn
2	49	öp
2	44	şʼ
2	64	şu
2	0	üğ
2	2	öö
2	14	ıl
2	1	😭l
2	6	ıh
2	31	öğ
2	90	ör
2	95	ön
2	109	çi
2	1	😾l
2	1	😥l
2	1	😴l
2	1	😉l
2	0	şt
2	1	😃l
2	138	çe
2	38	öç
2	44	öʼ
2	1	😷l
2	124	az
2	1	üü
2	44	ü’
2	1	😵l
2	86	ad
2	1	âd
2	143	at
2	44	ı´
2	24	ür
2	59	öt
2	3	ığ
2	1	😱l
2	0	çs
2	187	as
2	1	😘l
2	3	öm
2	7	üm
2	12	şü
2	0	çn
2	0	ö.
2	1	😬l
2	0	i̇
2	0	çg
2	22	ış
2	1	şû
2	4	ıt
2	44	üʼ
2	455	üç
2	0	çh
2	44	ö'
2	1	😳l
2	9	öy
2	1	😸l
2	1	😢l
2	1	ıı
2	1	😨l
2	44	ç'
2	1	😋l
2	3	üc
2	52	üt
2	44	çʼ
2	0	öi
2	214	ça
2	32	şı
2	1	😕l
2	1	😪l
2	44	ç’
2	44	ü´
2	1	😝l
2	1	😤l
2	58	ço
2	118	aş
2	2	üh
2	1	☺l
2	9	ök
2	3	ıv
2	1	😼l
2	1	☻l
2	1	üd
2	44	ğ′
2	1	😫l
2	44	ı'
2	53	çö
2	1	😲l
2	1	😈l
2	1	😍l
2	1	😹l
2	1	😖l
2	1	😓l
2	1	😺l
2	1	😄l
2	1	ıy
2	1	😗l
2	63	öl
2	44	ğʼ
2	1	âm
2	1	😽l
2	44	ü′
2	47	ıs
2	0	ü.
2	0	án
2	1	😇l
2	2	öş
2	50	öv
2	0	âs
2	75	am
2	2	ög
2	44	ı′
2	44	ş′
2	44	ö’
2	15	öc
2	44	ş’
2	1	😞l
2	44	ç´
2	1	😙l
2	0	ük
2	0	üb
2	93	çı
2	0	ât
2	44	ö´
2	70	üs
2	1	😊l
2	62	öd
2	2	ık
2	0	âz
2	2	ös
2	0	üg
2	1	😦l
2	114	şe
2	115	öz
2	1	😶l
2	12	şö
2	1	😅l
2	44	ğ’
2	9	çü
2	2	üy
2	1	😂l
2	4	öf
2	63	şi
2	51	üş
2	44	ğ´
2	1	😮l
2	0	ç.
2	56	üz
2	9	ül
2	44	ş´
2	168	şa
2	2	âş
2	0	ğ.
2	1	😡l
2	1	😯l
2	1	😒l
2	1	😀l
2	4	öb
2	1	😧l
2	0	ĥa
2	1	😰l
2	1	😑l
2	44	ğ'
2	1	😩l
2	61	ur
2	1	şâ
2	1	😌l
2	44	ı’
2	19	ır
2	1	😠l
2	1	😜l
2	44	ıʼ
2	5	üv
2	1	😻l
2	19	çu
2	0	çy
2	7	üf
2	2	âl
2	1	😚l
2	57	ün
2	1	😏l
2	1	ın
2	1	☹l
2	1	😣l
2	1	😎l
2	21	şo
2	4	şş
2	7	ız
2	44	ö′
2	1	öh
2	44	ş'
3	0	übe
3	1	çad
3	1	ury
3	8	ı'l
3	48	😹le
3	8	ğ'l
3	15	şuy
3	65	üze
3	0	üyü
3	48	😡le
3	0	âti
3	8	ç'l
3	48	😨le
3	9	ü'y
3	13	şam
3	77	şak
3	48	😪le
3	6	öld
3	52	şad
3	91	çim
3	2	çım
3	3	çey
3	0	çıf
3	2	öbe
3	3	ı'd
3	0	ğ.c
3	3	şu 
3	10	önl
3	10	özc
3	9	çʼc
3	0	üçv
3	15	üss
3	2	çik
3	0	öça
3	5	üzs
3	1	şuf
3	9	ç'y
3	8	ıʼl
3	3	şai
3	48	😅le
3	2	ögl
3	8	ü´l
3	1	ğ’ 
3	5	ğʼs
3	2	çüş
3	1	önş
3	0	çüd
3	16	üne
3	1	çeh
3	48	😆le
3	10	örm
3	19	üçt
3	0	çüs
3	8	ç’l
3	3	ç′d
3	2	üle
3	9	ı’c
3	51	şuh
3	0	ş.y
3	60	ısı
3	9	şʼy
3	0	ökm
3	93	çit
3	3	çıl
3	0	şti
3	0	ş.ʼ
3	0	ş.c
3	4	çet
3	63	üşe
3	9	ç´y
3	9	ş′c
3	55	şey
3	16	çın
3	7	çot
3	1	ığı
3	0	ösg
3	0	ç.l
3	48	😥le
3	5	şay
3	9	öʼy
3	5	ü’s
3	3	şım
3	0	ç.c
3	2	öff
3	2	öbü
3	48	😩le
3	51	ati
3	62	asi
3	45	ün´
3	53	ılı
3	1	ülg
3	0	i̇r
3	0	ökt
3	3	ışk
3	1	şşş
3	7	üns
3	0	i̇h
3	9	öns
3	10	ölm
3	104	öze
3	57	çök
3	69	çak
3	11	öğl
3	48	😺le
3	0	i̇b
3	0	ülp
3	18	çev
3	0	ü.'
3	1	üde
3	9	ç′c
3	1	ılt
3	48	😵le
3	1	şia
3	2	çuh
3	1	övg
3	3	özb
3	48	☺le
3	0	i̇’
3	0	ösy
3	8	çʼl
3	48	😀le
3	0	çü′
3	0	çöç
3	2	şii
3	102	çat
3	48	☻le
3	48	😞le
3	61	üte
3	0	özi
3	1	şûr
3	43	özü
3	2	üry
3	3	çiç
3	25	ğʼm
3	0	áng
3	25	ğ′m
3	1	üra
3	8	ü’l
3	10	ödl
3	0	çöy
3	49	öke
3	2	özv
3	5	çem
3	48	🙀le
3	48	😄le
3	1	şâi
3	0	i̇'
3	0	ürd
3	50	çöl
3	3	ö´d
3	12	çif
3	0	çyd
3	48	😾le
3	4	şaf
3	0	ö.ʼ
3	10	öpm
3	2	öst
3	5	ç′s
3	1	ışt
3	1	ğ' 
3	2	çıb
3	1	üür
3	0	çs.
3	13	öpü
3	0	üzʼ
3	2	üçg
3	2	öhö
3	9	ğ´y
3	1	ısr
3	1	şöl
3	18	şeh
3	2	şşt
3	0	öri
3	48	😁le
3	0	ükk
3	23	üʼn
3	1	şöb
3	48	😯le
3	1	ıhm
3	0	ü.ü
3	48	😊le
3	54	şev
3	25	çʼm
3	2	çut
3	0	örl
3	25	ğ’m
3	10	üsl
3	7	ılg
3	0	ö.ü
3	5	ı’s
3	0	ö.c
3	2	çuv
3	0	üğd
3	2	üzg
3	13	üzü
3	9	üʼc
3	3	şöm
3	5	ö´s
3	59	üşü
3	8	çab
3	9	ğ’y
3	48	😰le
3	1	ıyy
3	3	ö′d
3	2	şit
3	14	öşr
3	1	ümm
3	48	😮le
3	1	öca
3	48	😘le
3	0	çsg
3	8	ş'l
3	0	çüm
3	2	ırm
3	25	ö′m
3	23	ü'n
3	3	şiz
3	0	ç.´
3	25	ç’m
3	0	çü´
3	3	ö'd
3	0	ş.d
3	0	önh
3	0	çuğ
3	1	ıss
3	23	ğ'n
3	5	üni
3	0	ğ.’
3	0	ü.ʼ
3	0	ĥal
3	3	ülk
3	5	şet
3	48	😂le
3	48	😖le
3	8	şük
3	0	öym
3	4	şel
3	1	âli
3	64	öre
3	1	ısf
3	0	öry
3	0	üge
3	0	ötn
3	3	önb
3	8	ı′l
3	2	üzl
3	0	ünt
3	1	öfl
3	5	ş´s
3	0	ğ.e
3	55	şer
3	8	ı’l
3	48	😫le
3	1	âmi
3	0	i̇s
3	2	ızb
3	4	şın
3	55	şif
3	48	ürü
3	8	ç′l
3	71	şah
3	0	çic
3	16	öce
3	94	üre
3	5	ütt
3	0	öso
3	58	çay
3	0	ç.n
3	5	şor
3	2	çob
3	1	ızr
3	2	şab
3	3	çur
3	1	ünv
3	0	ügü
3	48	😼le
3	9	çʼy
3	0	şür
3	9	ş′y
3	75	asa
3	2	ıhl
3	55	çan
3	23	ğ´n
3	23	ş’n
3	1	şıv
3	5	övd
3	45	ünʼ
3	0	özt
3	9	ı'c
3	97	ıra
3	48	😣le
3	1	ötr
3	63	şap
3	48	😟le
3	3	öʼd
3	48	😍le
3	63	çiğ
3	9	ü´c
3	0	ğ.d
3	45	özʼ
3	0	öök
3	53	şip
3	0	öza
3	2	şöv
3	8	ş′l
3	52	çiş
3	1	üme
3	48	😒le
3	4	şöy
3	0	şoh
3	56	çil
3	0	ç.y
3	4	öz 
3	1	ülf
3	3	ğ′d
3	1	ııh
3	53	ölç
3	4	üzd
3	0	özç
3	0	üng
3	0	âsi
3	8	ğ′l
3	53	çip
3	1	ınc
3	0	ğ.n
3	1	âle
3	5	azi
3	0	ğ.´
3	61	çel
3	5	ğ’s
3	0	ö.l
3	5	ü′s
3	0	âzi
3	8	ğ’l
3	3	ç´d
3	3	çiv
3	6	çoc
3	0	ş.'
3	5	üʼs
3	48	😗le
3	51	şut
3	23	ğ′n
3	8	çin
3	19	çır
3	1	çuş
3	3	ıvı
3	9	ş'c
3	5	ü´s
3	5	ısp
3	12	çer
3	3	öyk
3	0	i̇c
3	3	ırg
3	9	ğ´c
3	0	öyü
3	2	çaç
3	48	😭le
3	0	ş.i
3	1	şuu
3	105	çap
3	9	ü’c
3	0	ş.l
3	0	çon
3	48	😙le
3	10	üşm
3	9	ğ'y
3	9	ç’c
3	0	çig
3	23	şʼn
3	0	ç.i
3	48	☹le
3	1	âde
3	2	şub
3	49	öge
3	13	şim
3	9	ünl
3	3	üro
3	0	üny
